chrom	start	end	gene_symbol	gene_id	gene_biotype
chr1	12926162	12928253	PRAMEF29P	ENSG00000234064	unprocessed_pseudogene
chr1	11479155	11537551	DISP3	ENSG00000204624	protein_coding
chr1	9728926	9823984	CLSTN1	ENSG00000171603	protein_coding
chr1	2590639	2633016	MMEL1	ENSG00000142606	protein_coding
chr1	1280436	1292029	SCNN1D	ENSG00000162572	protein_coding
chr1	15152532	15220478	TMEM51	ENSG00000171729	protein_coding
chr1	10946471	10982037	C1orf127	ENSG00000175262	protein_coding
chr1	185217	195411	WASH9P	ENSG00000279457	unprocessed_pseudogene
chr1	1173880	1197936	TTLL10	ENSG00000162571	protein_coding
chr1	11232963	11233112	RPL39P6	ENSG00000238173	processed_pseudogene
chr1	3625015	3630127	TPRG1L	ENSG00000158109	protein_coding
chr1	16246840	16352480	FBXO42	ENSG00000037637	protein_coding
chr1	1242446	1246722	C1QTNF12	ENSG00000184163	protein_coding
chr1	18871430	18902724	ALDH4A1	ENSG00000159423	protein_coding
chr1	8352397	8848921	RERE	ENSG00000142599	protein_coding
chr1	11806096	11848079	CLCN6	ENSG00000011021	protein_coding
chr1	2635976	2801717	TTC34	ENSG00000215912	protein_coding
chr1	12857086	12861909	PRAMEF2	ENSG00000120952	protein_coding
chr1	12879212	12886201	PRAMEF4	ENSG00000243073	protein_coding
chr1	15456728	15472091	CELA2A	ENSG00000142615	protein_coding
chr1	15465909	15491395	CELA2B	ENSG00000215704	protein_coding
chr1	15836095	15940456	SPEN	ENSG00000065526	protein_coding
chr1	2391775	2405442	RER1	ENSG00000157916	protein_coding
chr1	2508537	2526597	PANK4	ENSG00000157881	protein_coding
chr1	3630767	3652761	WRAP73	ENSG00000116213	protein_coding
chr1	9950572	9960787	TMEM274P	ENSG00000283611	unitary_pseudogene
chr1	12230030	12512047	VPS13D	ENSG00000048707	protein_coding
chr1	19664875	19680966	HTR6	ENSG00000158748	protein_coding
chr1	11609468	11613358	LINC01647	ENSG00000235643	lncRNA
chr1	12220794	12221109	RPL10P17	ENSG00000225196	processed_pseudogene
chr1	3454665	3481113	ARHGEF16	ENSG00000130762	protein_coding
chr1	9997206	10016021	RBP7	ENSG00000162444	protein_coding
chr1	13196188	13201409	PRAMEF13	ENSG00000279169	protein_coding
chr1	9100305	9129102	GPR157	ENSG00000180758	protein_coding
chr1	13273539	13275627	PRAMEF32P	ENSG00000231219	unprocessed_pseudogene
chr1	22428838	22531157	ZBTB40	ENSG00000184677	protein_coding
chr1	8878835	8879894	ENO1-AS1	ENSG00000230679	lncRNA
chr1	19597067	19656927	MICOS10-NBL1	ENSG00000270136	protein_coding
chr1	11654375	11663327	FBXO44	ENSG00000132879	protein_coding
chr1	12892896	12898270	PRAMEF10	ENSG00000187545	protein_coding
chr1	12824605	12831410	PRAMEF11	ENSG00000239810	protein_coding
chr1	12791397	12796628	PRAMEF1	ENSG00000116721	protein_coding
chr1	10990978	10991797	CFL1P6	ENSG00000215785	processed_pseudogene
chr1	5862811	5992473	NPHP4	ENSG00000131697	protein_coding
chr1	9588911	9614877	TMEM201	ENSG00000188807	protein_coding
chr1	8201518	8215210	LINC01714	ENSG00000227634	lncRNA
chr1	11106535	11262551	MTOR	ENSG00000198793	protein_coding
chr1	3652516	3736201	TP73	ENSG00000078900	protein_coding
chr1	11189355	11195981	ANGPTL7	ENSG00000171819	protein_coding
chr1	24961345	24963097	RUNX3-AS1	ENSG00000229162	lncRNA
chr1	2528745	2530263	HES5	ENSG00000197921	protein_coding
chr1	7954291	7985505	PARK7	ENSG00000116288	protein_coding
chr1	2549920	2557031	TNFRSF14-AS1	ENSG00000238164	lncRNA
chr1	16241213	16241398	MT1XP1	ENSG00000233929	processed_pseudogene
chr1	12938472	12947580	PRAMEF6	ENSG00000232423	protein_coding
chr1	24745382	24844321	CLIC4	ENSG00000169504	protein_coding
chr1	27206930	27207796	NPM1P39	ENSG00000225159	processed_pseudogene
chr1	12822686	12823159	LINC01784	ENSG00000228338	lncRNA
chr1	27392622	27395814	GPR3	ENSG00000181773	protein_coding
chr1	27325329	27325796	ACTG1P20	ENSG00000241547	processed_pseudogene
chr1	26519354	26520250	DPPA2P2	ENSG00000224129	processed_pseudogene
chr1	16197854	16198357	ARHGEF19-AS1	ENSG00000234166	lncRNA
chr1	6783892	6784843	CAMTA1-DT	ENSG00000237436	lncRNA
chr1	15807169	15809348	UQCRHL	ENSG00000233954	protein_coding
chr1	27379176	27383333	CD164L2	ENSG00000174950	protein_coding
chr1	18513118	18513383	DYNLL1P3	ENSG00000235282	processed_pseudogene
chr1	16352575	16398145	SZRD1	ENSG00000055070	protein_coding
chr1	26111165	26125555	PDIK1L	ENSG00000175087	protein_coding
chr1	6785454	7769706	CAMTA1	ENSG00000171735	protein_coding
chr1	16440721	16460078	NECAP2	ENSG00000157191	protein_coding
chr1	18166929	18179346	IGSF21-AS1	ENSG00000230035	lncRNA
chr1	26169516	26171831	ZNF593OS	ENSG00000236782	protein_coding
chr1	11664200	11674354	FBXO6	ENSG00000116663	protein_coding
chr1	22322840	22323331	PPIAP34	ENSG00000234397	processed_pseudogene
chr1	30732469	30757774	LAPTM5	ENSG00000162511	protein_coding
chr1	26037252	26046118	SLC30A2	ENSG00000158014	protein_coding
chr1	28369582	28500364	PHACTR4	ENSG00000204138	protein_coding
chr1	25125053	25125454	IFITM3P7	ENSG00000233419	processed_pseudogene
chr1	26177484	26189884	CNKSR1	ENSG00000142675	protein_coding
chr1	26159079	26163962	FAM110D	ENSG00000197245	protein_coding
chr1	6221193	6235972	ICMT	ENSG00000116237	protein_coding
chr1	27404230	27490167	WASF2	ENSG00000158195	protein_coding
chr1	28329002	28335965	MED18	ENSG00000130772	protein_coding
chr1	2632568	2636620	MMEL1-AS1	ENSG00000237058	lncRNA
chr1	30013952	30037612	LINC01648	ENSG00000233399	lncRNA
chr1	27098809	27166981	SLC9A1	ENSG00000090020	protein_coding
chr1	27211265	27211484	SNRPEP7	ENSG00000225990	processed_pseudogene
chr1	25543606	25568886	LDLRAP1	ENSG00000157978	protein_coding
chr1	6204840	6205780	RNF207-AS1	ENSG00000226944	lncRNA
chr1	28236109	28246906	ATP5IF1	ENSG00000130770	protein_coding
chr1	3712200	3714298	TP73-AS2	ENSG00000235131	lncRNA
chr1	30869466	30908758	SDC3	ENSG00000162512	protein_coding
chr1	9652610	9654586	PIK3CD-AS1	ENSG00000179840	lncRNA
chr1	27200834	27201473	CHCHD3P3	ENSG00000214973	processed_pseudogene
chr1	25959767	25998117	PAFAH2	ENSG00000158006	protein_coding
chr1	27234632	27308636	WDTC1	ENSG00000142784	protein_coding
chr1	28199456	28233029	DNAJC8	ENSG00000126698	protein_coding
chr1	35350722	35351607	RPL5P4	ENSG00000229994	processed_pseudogene
chr1	28259518	28282491	SESN2	ENSG00000130766	protein_coding
chr1	31409565	31434680	SERINC2	ENSG00000168528	protein_coding
chr1	4654609	4792534	AJAP1	ENSG00000196581	protein_coding
chr1	28147166	28193936	PTAFR	ENSG00000169403	protein_coding
chr1	26529761	26575030	RPS6KA1	ENSG00000117676	protein_coding
chr1	7441096	7441554	CAMTA1-AS1	ENSG00000225126	lncRNA
chr1	31179745	31239887	NKAIN1	ENSG00000084628	protein_coding
chr1	31259568	31296788	SNRNP40	ENSG00000060688	protein_coding
chr1	9539465	9585173	SLC25A33	ENSG00000171612	protein_coding
chr1	21424625	21427967	NBPF2P	ENSG00000227001	unprocessed_pseudogene
chr1	15756607	15786594	FBLIM1	ENSG00000162458	protein_coding
chr1	34781214	34786369	GJB3	ENSG00000188910	protein_coding
chr1	29329620	29350114	LINC01756	ENSG00000230523	lncRNA
chr1	30718504	30726827	MATN1-AS1	ENSG00000186056	lncRNA
chr1	15526813	15592379	DNAJC16	ENSG00000116138	protein_coding
chr1	27342020	27353937	SYTL1	ENSG00000142765	protein_coding
chr1	27970344	28088637	EYA3	ENSG00000158161	protein_coding
chr1	26169908	26170873	ZNF593	ENSG00000142684	protein_coding
chr1	8750430	8751087	RPL7P11	ENSG00000234619	processed_pseudogene
chr1	31365253	31376850	FABP3	ENSG00000121769	protein_coding
chr1	12746200	12763699	C1orf158	ENSG00000157330	protein_coding
chr1	16124337	16156069	EPHA2	ENSG00000142627	protein_coding
chr1	3976133	4012704	LINC02780	ENSG00000284668	lncRNA
chr1	16197854	16212652	ARHGEF19	ENSG00000142632	protein_coding
chr1	14338825	14419973	KAZN-AS1	ENSG00000234593	lncRNA
chr1	11691710	11725857	DRAXIN	ENSG00000162490	protein_coding
chr1	6247353	6261098	GPR153	ENSG00000158292	protein_coding
chr1	11278616	11279351	UBE2V2P3	ENSG00000238199	processed_pseudogene
chr1	27354067	27366961	MAP3K6	ENSG00000142733	protein_coding
chr1	13892792	15118043	KAZN	ENSG00000189337	protein_coding
chr1	13254212	13263314	PRAMEF5	ENSG00000270601	protein_coding
chr1	8424645	8435013	RERE-AS1	ENSG00000232912	lncRNA
chr1	15604597	15605043	CHCHD2P6	ENSG00000235084	processed_pseudogene
chr1	6234692	6239444	LINC00337	ENSG00000225077	lncRNA
chr1	12166991	12209228	TNFRSF1B	ENSG00000028137	protein_coding
chr1	8893409	8894151	HMGN2P17	ENSG00000238249	processed_pseudogene
chr1	21428303	21429536	HS6ST1P1	ENSG00000187952	processed_pseudogene
chr1	35358822	35366077	ZMYM4-AS1	ENSG00000227409	lncRNA
chr1	15164344	15171317	TMEM51-AS2	ENSG00000204464	lncRNA
chr1	15742499	15747982	TMEM82	ENSG00000162460	protein_coding
chr1	35433492	35557950	KIAA0319L	ENSG00000142687	protein_coding
chr1	31506226	31583306	LINC01226	ENSG00000284543	lncRNA
chr1	10032832	10181239	UBE4B	ENSG00000130939	protein_coding
chr1	21397987	21398362	PPP1R11P1	ENSG00000236216	processed_pseudogene
chr1	15111815	15153618	TMEM51-AS1	ENSG00000175147	lncRNA
chr1	20028179	20091911	PLA2G5	ENSG00000127472	protein_coding
chr1	12838125	12841357	PRAMEF30P	ENSG00000231103	unprocessed_pseudogene
chr1	29236516	29326813	PTPRU	ENSG00000060656	protein_coding
chr1	34986165	35031945	ZMYM6	ENSG00000163867	protein_coding
chr1	36630335	36630857	FTLP18	ENSG00000230214	processed_pseudogene
chr1	34755047	34758512	GJB5	ENSG00000189280	protein_coding
chr1	35808016	35857890	AGO4	ENSG00000134698	protein_coding
chr1	37692481	37709719	CDCA8	ENSG00000134690	protein_coding
chr1	32402109	32403115	GAPDHP20	ENSG00000224333	processed_pseudogene
chr1	16231692	16237183	CPLANE2	ENSG00000132881	protein_coding
chr1	32465072	32496686	ZBTB8B	ENSG00000273274	protein_coding
chr1	15792796	15793285	RPL12P14	ENSG00000224321	processed_pseudogene
chr1	6185020	6209389	RPL22	ENSG00000116251	protein_coding
chr1	6205475	6221299	RNF207	ENSG00000158286	protein_coding
chr1	17717625	17749978	LINC02810	ENSG00000236648	lncRNA
chr1	37544763	37545294	FTH1P1	ENSG00000232273	processed_pseudogene
chr1	18630846	18748866	PAX7	ENSG00000009709	protein_coding
chr1	39838110	39883511	TRIT1	ENSG00000043514	protein_coding
chr1	21434318	21437558	CROCCP5	ENSG00000186543	unprocessed_pseudogene
chr1	30711277	30723585	MATN1	ENSG00000162510	protein_coding
chr1	18839599	18859682	TAS1R2	ENSG00000179002	protein_coding
chr1	12716110	12728760	AADACL3	ENSG00000188984	protein_coding
chr1	32423214	32426789	LRRC37A12P	ENSG00000229259	unprocessed_pseudogene
chr1	26019884	26036464	EXTL1	ENSG00000158008	protein_coding
chr1	439870	440232	WBP1LP7	ENSG00000269732	processed_pseudogene
chr1	10636604	10796650	CASZ1	ENSG00000130940	protein_coding
chr1	15571699	15585051	AGMAT	ENSG00000116771	protein_coding
chr1	2184461	2212720	FAAP20	ENSG00000162585	protein_coding
chr1	37556919	37566857	DNALI1	ENSG00000163879	protein_coding
chr1	21411460	21413293	PDE4DIPP10	ENSG00000228823	unprocessed_pseudogene
chr1	41027200	41242154	SCMH1	ENSG00000010803	protein_coding
chr1	18904280	18956676	IFFO2	ENSG00000169991	protein_coding
chr1	38838198	38859772	RRAGC	ENSG00000116954	protein_coding
chr1	28095742	28096422	SPCS2P4	ENSG00000228589	processed_pseudogene
chr1	36795527	37034515	GRIK3	ENSG00000163873	protein_coding
chr1	21586472	21591187	LINC02596	ENSG00000233431	lncRNA
chr1	20111939	20119566	PLA2G2D	ENSG00000117215	protein_coding
chr1	37802945	37808208	YRDC	ENSG00000196449	protein_coding
chr1	13303539	13308907	PRAMEF33	ENSG00000237700	protein_coding
chr1	11637018	11655785	FBXO2	ENSG00000116661	protein_coding
chr1	42040597	42041729	HNRNPFP1	ENSG00000227538	processed_pseudogene
chr1	15736258	15741392	SLC25A34	ENSG00000162461	protein_coding
chr1	15614643	15614867	CD24P1	ENSG00000236500	processed_pseudogene
chr1	42153410	42155820	GUCA2B	ENSG00000044012	protein_coding
chr1	17406760	17439677	RCC2	ENSG00000179051	protein_coding
chr1	38708931	38710890	HSPA5P1	ENSG00000215895	processed_pseudogene
chr1	35599541	35641526	PSMB2	ENSG00000126067	protein_coding
chr1	15490832	15526534	CASP9	ENSG00000132906	protein_coding
chr1	15617458	15669044	DDI2	ENSG00000197312	protein_coding
chr1	46303698	46316776	UQCRH	ENSG00000173660	protein_coding
chr1	38047314	38119025	MIR3659HG	ENSG00000224592	lncRNA
chr1	37330852	37330996	RPS29P6	ENSG00000230451	processed_pseudogene
chr1	31094987	31095558	SELENOWP1	ENSG00000215900	processed_pseudogene
chr1	35869808	35930532	AGO1	ENSG00000092847	protein_coding
chr1	12916610	12920482	PRAMEF7	ENSG00000204510	protein_coding
chr1	34975699	34978706	GPR199P	ENSG00000241014	transcribed_unitary_pseudogene
chr1	36224432	36305357	THRAP3	ENSG00000054118	protein_coding
chr1	1275223	1280420	LINC01786	ENSG00000230415	lncRNA
chr1	42380792	42424232	RIMKLA	ENSG00000177181	protein_coding
chr1	46446600	46451317	LINC01398	ENSG00000224863	lncRNA
chr1	17372196	17401699	PADI6	ENSG00000276747	protein_coding
chr1	9148011	9198906	MIR34AHG	ENSG00000228526	lncRNA
chr1	17308195	17364004	PADI4	ENSG00000159339	protein_coding
chr1	39801414	39817460	LINC02811	ENSG00000284678	lncRNA
chr1	37806979	37809454	C1orf122	ENSG00000197982	protein_coding
chr1	10895761	10895998	HSPE1P24	ENSG00000225158	processed_pseudogene
chr1	18065657	18074412	LINC01654	ENSG00000261781	lncRNA
chr1	37713880	37765133	EPHA10	ENSG00000183317	protein_coding
chr1	13245863	13248652	PRAMEF31P	ENSG00000250894	unprocessed_pseudogene
chr1	37996770	38005606	FHL3	ENSG00000183386	protein_coding
chr1	38885807	38941830	RHBDL2	ENSG00000158315	protein_coding
chr1	34981535	34985353	TMEM35B	ENSG00000243749	protein_coding
chr1	37860697	37947057	INPP5B	ENSG00000204084	protein_coding
chr1	43145153	43156396	FAM183A	ENSG00000186973	protein_coding
chr1	35268709	35422058	ZMYM4	ENSG00000146463	protein_coding
chr1	38009258	38024820	UTP11	ENSG00000183520	protein_coding
chr1	35873270	35873752	CFAP97P1	ENSG00000271164	processed_pseudogene
chr1	21678298	21783606	USP48	ENSG00000090686	protein_coding
chr1	37776670	37779418	ACTN4P2	ENSG00000214141	processed_pseudogene
chr1	35713877	35718894	C1orf216	ENSG00000142686	protein_coding
chr1	43850300	43851611	SHMT1P1	ENSG00000224751	processed_pseudogene
chr1	17755333	17827063	ACTL8	ENSG00000117148	protein_coding
chr1	50780340	50781150	PHBP12	ENSG00000230585	processed_pseudogene
chr1	40161387	40240921	RLF	ENSG00000117000	protein_coding
chr1	9848276	9910336	CTNNBIP1	ENSG00000178585	protein_coding
chr1	35720218	35769978	CLSPN	ENSG00000092853	protein_coding
chr1	39769523	39771348	OXCT2	ENSG00000198754	protein_coding
chr1	37566816	37595937	GNL2	ENSG00000134697	protein_coding
chr1	34792999	34795747	GJA4	ENSG00000187513	protein_coding
chr1	46891639	46892830	TUBAP8	ENSG00000238145	processed_pseudogene
chr1	53366656	53368245	LINC02812	ENSG00000230138	lncRNA
chr1	25041136	25047404	LINC02793	ENSG00000285823	lncRNA
chr1	50405430	50406024	FCF1P6	ENSG00000225671	processed_pseudogene
chr1	2321253	2391707	MORN1	ENSG00000116151	protein_coding
chr1	52994726	52996026	TUBBP10	ENSG00000226147	processed_pseudogene
chr1	2181794	2184389	PRKCZ-AS1	ENSG00000182873	lncRNA
chr1	54779712	54801323	TTC22	ENSG00000006555	protein_coding
chr1	43300982	43323108	TIE1	ENSG00000066056	protein_coding
chr1	38862493	38873368	MYCBP	ENSG00000214114	protein_coding
chr1	19484403	19629821	MICOS10	ENSG00000173436	protein_coding
chr1	34865436	34929650	DLGAP3	ENSG00000116544	protein_coding
chr1	55367466	55368774	GOT2P1	ENSG00000231900	processed_pseudogene
chr1	45846994	45847594	TMA16P2	ENSG00000232467	processed_pseudogene
chr1	40620680	40665682	RIMS3	ENSG00000117016	protein_coding
chr1	52895910	52927212	ECHDC2	ENSG00000121310	protein_coding
chr1	51907956	51990700	RAB3B	ENSG00000169213	protein_coding
chr1	34712737	34859755	SMIM12	ENSG00000163866	protein_coding
chr1	39897745	39899098	MYCL-AS1	ENSG00000236546	lncRNA
chr1	7915871	7943165	TNFRSF9	ENSG00000049249	protein_coding
chr1	50846468	50846837	MRPS6P2	ENSG00000237130	processed_pseudogene
chr1	39895426	39902256	MYCL	ENSG00000116990	protein_coding
chr1	54980628	54992288	TMEM61	ENSG00000143001	protein_coding
chr1	8831007	8831375	RPL23AP19	ENSG00000229716	processed_pseudogene
chr1	48050659	48091736	LINC02794	ENSG00000226133	lncRNA
chr1	46967679	46967874	CYP4A26P	ENSG00000259832	unprocessed_pseudogene
chr1	50229662	50321192	LINC02808	ENSG00000284696	lncRNA
chr1	60114875	60149784	LINC02778	ENSG00000238242	lncRNA
chr1	38209034	38214806	LINC01343	ENSG00000237290	lncRNA
chr1	44221070	44355260	ERI3	ENSG00000117419	protein_coding
chr1	53214099	53220634	CZIB	ENSG00000162384	protein_coding
chr1	54609181	54623556	FAM151A	ENSG00000162391	protein_coding
chr1	53062052	53085501	PODN	ENSG00000174348	protein_coding
chr1	46843095	46900437	CYP4Z2P	ENSG00000154198	transcribed_unprocessed_pseudogene
chr1	51577179	51798427	OSBPL9	ENSG00000117859	protein_coding
chr1	58999676	59000494	PHBP3	ENSG00000228121	processed_pseudogene
chr1	43281877	43285617	C1orf210	ENSG00000253313	protein_coding
chr1	54756898	54764523	PARS2	ENSG00000162396	protein_coding
chr1	52842511	52894998	ZYG11A	ENSG00000203995	protein_coding
chr1	51561866	51594897	CALR4P	ENSG00000227742	transcribed_unitary_pseudogene
chr1	52726453	52827336	ZYG11B	ENSG00000162378	protein_coding
chr1	55868254	55950119	LINC01755	ENSG00000233079	lncRNA
chr1	60865259	61462788	NFIA	ENSG00000162599	protein_coding
chr1	53220663	53224253	CZIB-DT	ENSG00000259818	lncRNA
chr1	43709392	43727343	ST3GAL3-AS1	ENSG00000229444	lncRNA
chr1	62194849	62212328	L1TD1	ENSG00000240563	protein_coding
chr1	52020131	52055191	TXNDC12	ENSG00000117862	protein_coding
chr1	21509397	21578410	ALPL	ENSG00000162551	protein_coding
chr1	52050918	52052683	TXNDC12-AS1	ENSG00000228369	lncRNA
chr1	37956975	37990075	SF3A3	ENSG00000183431	protein_coding
chr1	59131932	59296491	FGGY-DT	ENSG00000224609	lncRNA
chr1	62038842	62039111	LAMTOR5P1	ENSG00000236646	processed_pseudogene
chr1	55039447	55064852	PCSK9	ENSG00000169174	protein_coding
chr1	55372710	55373316	MTCO2P34	ENSG00000232198	processed_pseudogene
chr1	65154480	65154650	RPS29P7	ENSG00000231622	processed_pseudogene
chr1	38474825	38516520	LINC01685	ENSG00000238063	lncRNA
chr1	55938714	55939280	PIGQP1	ENSG00000227104	transcribed_unprocessed_pseudogene
chr1	54715861	54742657	TTC4	ENSG00000243725	protein_coding
chr1	39757182	39788865	BMP8B	ENSG00000116985	protein_coding
chr1	44118821	44135140	KLF17	ENSG00000171872	protein_coding
chr1	56494761	56645301	PLPP3	ENSG00000162407	protein_coding
chr1	37611350	37634892	RSPO1	ENSG00000169218	protein_coding
chr1	37534449	37554293	SNIP1	ENSG00000163877	protein_coding
chr1	52772194	52772648	RPS13P2	ENSG00000228929	processed_pseudogene
chr1	56585612	56586242	RPL23AP85	ENSG00000224980	processed_pseudogene
chr1	64984608	64986087	SLC2A3P2	ENSG00000185031	processed_pseudogene
chr1	53196792	53214197	CPT2	ENSG00000157184	protein_coding
chr1	42176539	42335877	FOXJ3	ENSG00000198815	protein_coding
chr1	52408282	52553487	TUT4	ENSG00000134744	protein_coding
chr1	64745095	64833232	RAVER2	ENSG00000162437	protein_coding
chr1	40593633	40594353	GTF2F2P2	ENSG00000233910	processed_pseudogene
chr1	44137821	44141631	KLF18	ENSG00000283039	protein_coding
chr1	58575433	58577252	TACSTD2	ENSG00000184292	protein_coding
chr1	63322567	63325128	FOXD3	ENSG00000187140	protein_coding
chr1	62190522	62190926	RPS15AP7	ENSG00000234088	processed_pseudogene
chr1	51707138	51708137	GAPDHP51	ENSG00000236973	processed_pseudogene
chr1	47688463	47704029	LINC01738	ENSG00000227947	lncRNA
chr1	61741998	61742424	PATJ-DT	ENSG00000271200	lncRNA
chr1	69215835	69249477	LINC02791	ENSG00000235446	lncRNA
chr1	46994382	46994502	CYP4A43P	ENSG00000261196	unprocessed_pseudogene
chr1	63159083	63317274	LINC00466	ENSG00000224209	lncRNA
chr1	61248945	61253510	NFIA-AS1	ENSG00000237853	lncRNA
chr1	53226900	53238518	MAGOH	ENSG00000162385	protein_coding
chr1	68496676	68538627	DEPDC1-AS1	ENSG00000234264	lncRNA
chr1	69055838	69229607	LINC01707	ENSG00000223883	lncRNA
chr1	48096092	48182428	SKINT1L	ENSG00000242267	transcribed_unprocessed_pseudogene
chr1	63547082	63550636	DLEU2L	ENSG00000116652	lncRNA
chr1	50960745	50974634	CDKN2C	ENSG00000123080	protein_coding
chr1	19338775	19485539	CAPZB	ENSG00000077549	protein_coding
chr1	53328233	53336509	LINC01771	ENSG00000225675	lncRNA
chr1	68375327	68375663	ELOCP18	ENSG00000237622	processed_pseudogene
chr1	59987269	60073770	C1orf87	ENSG00000162598	protein_coding
chr1	45016399	45306209	ZSWIM5	ENSG00000162415	protein_coding
chr1	58415384	58546802	OMA1	ENSG00000162600	protein_coding
chr1	66999350	67054148	SLC35D1	ENSG00000116704	protein_coding
chr1	53073110	53073389	HIGD1AP11	ENSG00000227644	processed_pseudogene
chr1	53242364	53328469	LRP8	ENSG00000157193	protein_coding
chr1	54053584	54112519	TCEANC2	ENSG00000116205	protein_coding
chr1	52032103	52033810	KTI12	ENSG00000198841	protein_coding
chr1	53946085	53968168	LRRC42	ENSG00000116212	protein_coding
chr1	62189131	62189953	PIGPP2	ENSG00000234204	processed_pseudogene
chr1	72274552	72275159	GDI2P2	ENSG00000233994	processed_pseudogene
chr1	48089368	48089634	CYP46A4P	ENSG00000237180	processed_pseudogene
chr1	65092392	65092614	MRPS21P1	ENSG00000234496	processed_pseudogene
chr1	73305609	73355253	LINC01360	ENSG00000233973	lncRNA
chr1	76758124	76779267	LINC02567	ENSG00000237552	lncRNA
chr1	62236165	62319434	KANK4	ENSG00000132854	protein_coding
chr1	77979175	78017964	DNAJB4	ENSG00000162616	protein_coding
chr1	62436297	62451804	USP1	ENSG00000162607	protein_coding
chr1	44243408	44244273	ERI3-IT1	ENSG00000233602	lncRNA
chr1	78170481	78171237	RNFT1P2	ENSG00000233333	processed_pseudogene
chr1	77282019	77559966	AK5	ENSG00000154027	protein_coding
